Consumption prognosis in MWh,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
2/11/2019,15 - 16,16641,16484,10367,2461,1705,993,896,1435
2/11/2019,16 - 17,16799,17100,10746,2589,1774,1034,964,1522
2/11/2019,17 - 18,17094,17339,10840,2849,1904,1025,964,1530
2/11/2019,18 - 19,17406,16985,10685,2700,1844,987,943,1496
2/11/2019,19 - 20,17314,16553,10426,2446,1697,937,909,1441
2/11/2019,20 - 21,16919,16053,10019,2277,1559,868,863,1370
2/11/2019,21 - 22,16531,15514,10199,2142,1463,805,795,1262
2/11/2019,22 - 23,16120,14951,10050,2030,1363,742,740,1160
2/11/2019,23 - 00,15758,14435,9530,1907,1277,719,670,1089
3/11/2019,00 - 01,15661,14151,9212,1817,1191,722,638,1077
3/11/2019,01 - 02,15432,13890,9034,1744,1128,701,620,1044
3/11/2019,02 - 03,15269,13738,8713,1742,1094,702,610,1023
3/11/2019,03 - 04,15184,13709,8915,1701,1080,688,611,1024
3/11/2019,04 - 05,15174,13787,9010,1703,1085,707,632,1062
3/11/2019,05 - 06,15256,13979,9152,1768,1105,748,671,1138
3/11/2019,06 - 07,15447,14344,9196,1885,1173,776,702,1186
3/11/2019,07 - 08,15815,14712,9279,2032,1266,834,753,1244
3/11/2019,08 - 09,16314,15224,9454,2185,1396,889,821,1334
3/11/2019,09 - 10,16791,15843,9647,2255,1504,917,853,1394
3/11/2019,10 - 11,17073,16262,9752,2300,1566,932,857,1411
3/11/2019,11 - 12,17054,16554,9756,2292,1593,931,855,1410
3/11/2019,12 - 13,16979,16667,9710,2262,1591,936,852,1402
3/11/2019,13 - 14,16926,16711,9653,2236,1582,942,850,1398
3/11/2019,14 - 15,16918,16756,9720,2212,1585,943,869,1398
3/11/2019,15 - 16,17052,16988,9979,2204,1588,977,884,1425
3/11/2019,16 - 17,17324,17513,10225,2345,1697,1019,928,1529
3/11/2019,17 - 18,17660,17880,10383,2671,1867,1044,937,1551
3/11/2019,18 - 19,17897,17827,10445,2595,1834,1034,934,1527
3/11/2019,19 - 20,18019,17504,10191,2403,1723,991,907,1470
3/11/2019,20 - 21,17850,17010,9823,2243,1588,940,860,1382
3/11/2019,21 - 22,17585,16397,9984,2127,1468,866,784,1252
3/11/2019,22 - 23,17071,15690,9858,2019,1333,804,713,1144
3/11/2019,23 - 00,16367,15082,9509,1925,1229,771,634,1067
4/11/2019,00 - 01,15790,14672,9229,1824,1150,852,604,1052
4/11/2019,01 - 02,15539,14504,9069,1810,1089,846,593,1025
4/11/2019,02 - 03,15399,14459,9010,1839,1080,836,592,1011
4/11/2019,03 - 04,15497,14555,9077,1871,1119,844,605,1032
4/11/2019,04 - 05,15803,14854,9421,1921,1144,886,661,1129
4/11/2019,05 - 06,16472,15684,10270,2134,1244,1026,789,1365
4/11/2019,06 - 07,17791,17543,10784,2543,1503,1154,921,1559
4/11/2019,07 - 08,18931,19011,10853,2943,1757,1239,1027,1680
4/11/2019,08 - 09,19094,19353,10906,3015,1809,1266,1071,1727
4/11/2019,09 - 10,18879,19363,10885,3044,1845,1259,1073,1723
4/11/2019,10 - 11,18643,19387,10828,3145,1865,1245,1066,1719
4/11/2019,11 - 12,18425,19310,10777,3140,1869,1224,1040,1698
4/11/2019,12 - 13,18290,19173,10716,3070,1868,1238,1055,1721
4/11/2019,13 - 14,18218,19145,10659,3119,1870,1214,1056,1710
4/11/2019,14 - 15,18320,19185,10663,3082,1841,1202,1050,1702
4/11/2019,15 - 16,18572,19484,10762,3022,1851,1201,1058,1688
4/11/2019,16 - 17,18798,19806,10913,3117,1966,1218,1072,1717
4/11/2019,17 - 18,18859,20119,10998,3363,2121,1205,1067,1703
4/11/2019,18 - 19,18863,19914,11065,3191,2026,1185,1028,1662
4/11/2019,19 - 20,18887,19470,10858,2972,1884,1125,988,1603
4/11/2019,20 - 21,18609,18871,10380,2773,1744,1068,928,1497
4/11/2019,21 - 22,18083,18119,10340,2574,1599,984,838,1336
4/11/2019,22 - 23,17404,17166,10119,2396,1457,900,757,1217
4/11/2019,23 - 00,16606,16290,9655,2237,1322,846,684,1110
5/11/2019,00 - 01,16665,15646,9318,2116,1213,787,645,1064
5/11/2019,01 - 02,16357,15394,9151,2049,1140,770,634,1041
5/11/2019,02 - 03,16197,15312,9116,2051,1130,771,628,1035
5/11/2019,03 - 04,16208,15386,9179,2049,1182,780,634,1048
5/11/2019,04 - 05,16369,15613,9524,2113,1209,832,677,1126
5/11/2019,05 - 06,16897,16423,10339,2263,1318,952,803,1379
5/11/2019,06 - 07,18256,18289,10823,2626,1551,1098,941,1553
5/11/2019,07 - 08,19583,19752,10833,2941,1763,1204,1022,1666
5/11/2019,08 - 09,19739,19963,10825,3075,1866,1237,1078,1721
5/11/2019,09 - 10,19570,19886,10817,3078,1898,1236,1073,1729
5/11/2019,10 - 11,19426,19842,10805,3134,1910,1234,1063,1719
5/11/2019,11 - 12,19127,19636,10803,3092,1891,1230,1058,1703
5/11/2019,12 - 13,18941,19432,10736,3004,1875,1256,1075,1725
5/11/2019,13 - 14,18905,19364,10705,3035,1866,1248,1076,1709
5/11/2019,14 - 15,18952,19482,10738,3001,1857,1250,1061,1694
5/11/2019,15 - 16,19065,19808,10908,2858,1843,1253,1070,1680
5/11/2019,16 - 17,19347,20232,11060,2947,1944,1258,1069,1719
5/11/2019,17 - 18,19545,20654,11074,3256,2132,1243,1071,1713
5/11/2019,18 - 19,19605,20416,11092,3065,2064,1209,1036,1665
5/11/2019,19 - 20,19527,19971,10871,2897,1937,1159,998,1604
5/11/2019,20 - 21,19279,19367,10370,2774,1809,1095,929,1498
5/11/2019,21 - 22,18827,18598,10372,2606,1660,1003,845,1336
5/11/2019,22 - 23,18170,17611,10132,2370,1498,916,755,1207
5/11/2019,23 - 00,17437,16727,9669,2172,1371,859,690,1118
6/11/2019,00 - 01,17010,16216,9330,2046,1261,822,674,1078
6/11/2019,01 - 02,16614,15937,9163,1999,1199,804,654,1059
6/11/2019,02 - 03,16460,15831,9128,1990,1178,806,672,1054
6/11/2019,03 - 04,16486,15892,9191,2001,1208,817,678,1070
6/11/2019,04 - 05,16627,16126,9535,2044,1235,849,727,1146
6/11/2019,05 - 06,17106,16955,10349,2168,1347,981,832,1397
6/11/2019,06 - 07,18445,18869,10832,2543,1544,1126,949,1576
6/11/2019,07 - 08,20003,20358,10842,2916,1806,1210,1037,1688
6/11/2019,08 - 09,20345,20545,10835,2989,1895,1253,1074,1731
6/11/2019,09 - 10,20206,20456,10826,2983,1917,1244,1092,1746
6/11/2019,10 - 11,20056,20427,10814,3039,1929,1238,1086,1738
6/11/2019,11 - 12,19850,20278,10814,3036,1907,1226,1061,1717
6/11/2019,12 - 13,19653,20111,10746,2981,1881,1251,1068,1740
6/11/2019,13 - 14,19602,20065,10715,3012,1865,1241,1066,1710
6/11/2019,14 - 15,19601,20114,10748,2955,1856,1240,1078,1717
6/11/2019,15 - 16,19723,20396,10921,2842,1845,1242,1073,1698
6/11/2019,16 - 17,20135,20712,11075,2951,1969,1265,1075,1743
6/11/2019,17 - 18,20401,21017,11087,3193,2135,1252,1064,1732
6/11/2019,18 - 19,20547,20714,11105,3057,2067,1221,1036,1681
6/11/2019,19 - 20,20403,20230,10885,2921,1952,1174,995,1625
6/11/2019,20 - 21,20119,19552,10384,2769,1839,1106,945,1519
6/11/2019,21 - 22,19564,18716,10385,2557,1661,1017,868,1366
6/11/2019,22 - 23,18758,17649,10145,2375,1511,924,778,1237
6/11/2019,23 - 00,17894,16693,9681,2192,1377,854,721,1148
7/11/2019,00 - 01,17223,16340,9343,2040,1250,857,671,1105
7/11/2019,01 - 02,16863,16062,9177,1985,1185,844,659,1077
7/11/2019,02 - 03,16828,15945,9142,1984,1167,838,650,1074
7/11/2019,03 - 04,16799,15982,9204,2020,1189,854,663,1087
7/11/2019,04 - 05,16913,16187,9546,2087,1233,890,709,1172
7/11/2019,05 - 06,17498,16968,10361,2229,1340,1028,819,1399
7/11/2019,06 - 07,18884,18789,10847,2601,1561,1168,935,1587
7/11/2019,07 - 08,20293,20187,10857,2928,1803,1255,1031,1694
7/11/2019,08 - 09,20619,20356,10848,3001,1878,1286,1071,1735
7/11/2019,09 - 10,20440,20287,10838,2988,1913,1288,1082,1744
7/11/2019,10 - 11,20290,20332,10829,3023,1918,1268,1054,1740
7/11/2019,11 - 12,20044,20278,10827,3003,1905,1254,1034,1713
7/11/2019,12 - 13,19972,20181,10760,2930,1885,1270,1043,1728
7/11/2019,13 - 14,19852,20127,10729,2932,1869,1263,1048,1709
7/11/2019,14 - 15,19957,20133,10763,2893,1858,1266,1037,1702
7/11/2019,15 - 16,20022,20357,10934,2763,1855,1277,1051,1698
7/11/2019,16 - 17,20228,20576,11087,2894,1964,1295,1062,1741
7/11/2019,17 - 18,20383,20798,11101,3165,2128,1276,1057,1729
7/11/2019,18 - 19,20345,20462,11117,3040,2048,1252,1026,1670
7/11/2019,19 - 20,20245,19967,10897,2908,1924,1213,972,1640
7/11/2019,20 - 21,19955,19280,10398,2741,1811,1160,930,1532
7/11/2019,21 - 22,19596,18437,10398,2581,1701,1067,846,1370
7/11/2019,22 - 23,18920,17392,10158,2408,1546,973,765,1233
7/11/2019,23 - 00,18113,16446,9692,2235,1375,904,700,1150
8/11/2019,00 - 01,17585,16088,9355,2123,1253,867,650,1110
8/11/2019,01 - 02,17216,15776,9186,2057,1182,853,635,1089
8/11/2019,02 - 03,17031,15630,9152,2031,1163,844,632,1082
8/11/2019,03 - 04,16981,15652,9214,2059,1178,853,638,1093
8/11/2019,04 - 05,17199,15842,9558,2127,1201,900,692,1156
8/11/2019,05 - 06,17702,16598,10374,2256,1262,1034,805,1386
8/11/2019,06 - 07,19054,18404,10905,2573,1478,1174,940,1570
8/11/2019,07 - 08,20597,19877,11014,2907,1738,1261,1030,1679
8/11/2019,08 - 09,20870,20084,11049,2983,1806,1294,1069,1710
8/11/2019,09 - 10,20815,20074,11017,2968,1841,1307,1067,1725
8/11/2019,10 - 11,20621,20118,11023,3051,1868,1301,1055,1718
8/11/2019,11 - 12,20320,20003,10963,3005,1853,1290,1027,1691
8/11/2019,12 - 13,20146,19861,10923,2885,1832,1313,1035,1702
8/11/2019,13 - 14,20005,19669,10831,2811,1812,1298,1052,1666
8/11/2019,14 - 15,20014,19480,10890,2681,1783,1299,1039,1645
8/11/2019,15 - 16,20143,19532,11076,2610,1778,1309,1048,1649
8/11/2019,16 - 17,20268,19714,11111,2725,1849,1315,1072,1696
8/11/2019,17 - 18,20400,19861,11225,2915,2009,1297,1059,1666
8/11/2019,18 - 19,20471,19507,11226,2797,1974,1261,1027,1625
8/11/2019,19 - 20,20336,18867,10952,2630,1840,1221,962,1585
8/11/2019,20 - 21,19850,18130,10466,2500,1713,1165,918,1486
8/11/2019,21 - 22,19342,17345,10519,2344,1592,1077,829,1348
8/11/2019,22 - 23,18721,16595,10199,2168,1473,982,752,1234
8/11/2019,23 - 00,18171,15881,9729,2029,1362,912,697,1145
9/11/2019,00 - 01,17666,15322,9375,1912,1251,849,661,1104
9/11/2019,01 - 02,17374,14978,9158,1848,1184,825,647,1062
9/11/2019,02 - 03,17242,14821,9061,1834,1172,841,639,1044
9/11/2019,03 - 04,17166,14752,9068,1814,1158,837,641,1047
9/11/2019,04 - 05,17146,14765,9150,1843,1162,855,660,1087
9/11/2019,05 - 06,17290,14929,9478,1922,1189,891,712,1195
9/11/2019,06 - 07,17629,15424,9651,2100,1260,929,756,1276
9/11/2019,07 - 08,18175,16024,9780,2237,1372,972,819,1337
9/11/2019,08 - 09,18754,16569,9869,2326,1505,1032,879,1421
9/11/2019,09 - 10,19345,17212,10058,2431,1611,1057,906,1468
9/11/2019,10 - 11,19695,17578,10106,2450,1667,1056,915,1484
9/11/2019,11 - 12,19657,17723,10142,2405,1682,1043,910,1481
9/11/2019,12 - 13,19475,17762,10102,2348,1668,1048,909,1475
9/11/2019,13 - 14,19392,17728,10077,2305,1643,1043,909,1456
9/11/2019,14 - 15,19310,17674,10255,2379,1645,1047,912,1445
9/11/2019,15 - 16,19466,17963,10565,2419,1687,1060,941,1481
9/11/2019,16 - 17,19667,18421,10770,2505,1791,1091,978,1562
9/11/2019,17 - 18,20029,18653,11009,2717,1930,1092,966,1547
9/11/2019,18 - 19,20227,18413,10923,2578,1861,1068,934,1506
9/11/2019,19 - 20,20028,17856,10583,2393,1712,1031,914,1450
9/11/2019,20 - 21,19609,17304,10141,2279,1591,986,865,1374
9/11/2019,21 - 22,19195,16696,10222,2132,1506,922,794,1266
9/11/2019,22 - 23,18764,16107,10065,2063,1417,862,724,1172
9/11/2019,23 - 00,18354,15576,9665,1950,1335,829,678,1091
10/11/2019,00 - 01,17214,15025,9328,1858,1248,783,621,1050
10/11/2019,01 - 02,16956,14772,9154,1843,1193,756,604,1025
10/11/2019,02 - 03,16802,14650,8827,1819,1149,762,592,1015
10/11/2019,03 - 04,16764,14644,9025,1804,1140,742,595,1015
10/11/2019,04 - 05,16780,14731,9104,1819,1147,747,612,1041
10/11/2019,05 - 06,16872,14962,9268,1847,1174,779,653,1112
10/11/2019,06 - 07,17091,15394,9295,1972,1238,819,692,1175
10/11/2019,07 - 08,17559,15859,9428,2135,1335,884,746,1256
10/11/2019,08 - 09,18087,16463,9577,2296,1460,942,810,1359
10/11/2019,09 - 10,18643,17209,9743,2400,1563,970,839,1416
10/11/2019,10 - 11,18978,17685,9794,2489,1625,974,854,1431
10/11/2019,11 - 12,19010,17989,9850,2392,1642,976,845,1437
10/11/2019,12 - 13,18927,18076,9798,2307,1623,978,846,1441
10/11/2019,13 - 14,18909,18064,9771,2291,1615,969,840,1440
10/11/2019,14 - 15,18970,18090,9865,2329,1627,981,848,1447
10/11/2019,15 - 16,19163,18332,10147,2365,1651,1005,874,1493
10/11/2019,16 - 17,19488,18992,10372,2566,1775,1048,952,1573
10/11/2019,17 - 18,19827,19414,10504,2862,1962,1056,968,1576
10/11/2019,18 - 19,20055,19300,10511,2674,1914,1049,951,1546
10/11/2019,19 - 20,19970,18948,10272,2431,1759,1014,931,1486
10/11/2019,20 - 21,19751,18400,9911,2290,1615,965,872,1402
10/11/2019,21 - 22,19373,17740,10116,2197,1507,902,783,1271
10/11/2019,22 - 23,18809,16979,9998,2098,1390,841,694,1154
10/11/2019,23 - 00,18088,16275,9640,1997,1301,794,651,1092
11/11/2019,00 - 01,17293,15966,9373,1879,1202,867,600,1051
11/11/2019,01 - 02,17072,15776,9206,1891,1135,846,581,1040
11/11/2019,02 - 03,16968,15711,9150,1937,1107,848,591,1034
11/11/2019,03 - 04,17082,15769,9213,1972,1134,849,601,1052
11/11/2019,04 - 05,17429,16032,9571,2015,1179,895,639,1138
11/11/2019,05 - 06,18133,16904,10449,2161,1302,1025,781,1385
11/11/2019,06 - 07,19649,18876,10992,2529,1517,1169,932,1584
11/11/2019,07 - 08,20973,20453,11060,2901,1758,1254,1023,1697
11/11/2019,08 - 09,21184,20780,11087,2932,1820,1283,1091,1752
11/11/2019,09 - 10,21014,20773,11011,2949,1849,1302,1088,1780
11/11/2019,10 - 11,20822,20838,10920,3042,1879,1281,1077,1777
11/11/2019,11 - 12,20617,20764,10881,3036,1883,1260,1058,1750
11/11/2019,12 - 13,20470,20598,10815,2950,1865,1275,1090,1774
11/11/2019,13 - 14,20424,20478,10783,3013,1838,1262,1092,1741
11/11/2019,14 - 15,20498,20463,10817,2948,1790,1250,1087,1740
11/11/2019,15 - 16,20823,20716,10989,2891,1799,1262,1094,1728
11/11/2019,16 - 17,21142,20993,11143,3020,1936,1276,1106,1754
11/11/2019,17 - 18,21198,21191,11156,3241,2091,1245,1095,1722
11/11/2019,18 - 19,21101,20814,11173,3089,2017,1205,1056,1667
11/11/2019,19 - 20,20976,20314,10953,2908,1898,1162,1005,1625
11/11/2019,20 - 21,20668,19589,10450,2712,1771,1111,940,1524
11/11/2019,21 - 22,20129,18695,10451,2501,1634,1032,844,1370
11/11/2019,22 - 23,19429,17611,10211,2349,1501,956,749,1235
11/11/2019,23 - 00,18586,16629,9717,2229,1391,881,666,1146
12/11/2019,00 - 01,17870,16046,9487,2132,1251,775,654,1112
12/11/2019,01 - 02,17561,15754,9306,2079,1213,769,636,1088
12/11/2019,02 - 03,17396,15633,9282,2085,1221,763,630,1082
12/11/2019,03 - 04,17390,15659,9387,2113,1254,774,637,1098
12/11/2019,04 - 05,17532,15860,9784,2203,1287,812,683,1166
12/11/2019,05 - 06,18036,16676,10663,2328,1356,956,811,1415
12/11/2019,06 - 07,19475,18587,11135,2660,1560,1108,939,1605
12/11/2019,07 - 08,20926,20099,11204,3012,1824,1203,1033,1715
12/11/2019,08 - 09,21123,20267,11161,3108,1917,1245,1087,1755
12/11/2019,09 - 10,21020,20186,11104,3156,1963,1250,1088,1737
12/11/2019,10 - 11,20866,20232,11077,3192,1979,1250,1075,1730
12/11/2019,11 - 12,20602,20160,11031,3163,1934,1233,1050,1702
12/11/2019,12 - 13,20455,20048,10953,3168,1911,1265,1072,1730
12/11/2019,13 - 14,20447,19962,10923,3159,1894,1260,1070,1732
12/11/2019,14 - 15,20510,19926,10991,3092,1935,1264,1075,1728
12/11/2019,15 - 16,20683,20139,11225,3030,1907,1273,1084,1734
12/11/2019,16 - 17,21064,20397,11325,3058,2004,1271,1096,1769
12/11/2019,17 - 18,21207,20596,11258,3249,2148,1241,1084,1734
12/11/2019,18 - 19,21149,20173,11263,3100,2035,1209,1049,1679
12/11/2019,19 - 20,21001,19659,11023,2945,1880,1168,986,1606
12/11/2019,20 - 21,20700,18969,10457,2791,1766,1110,937,1503
12/11/2019,21 - 22,20172,18109,10471,2634,1604,1022,852,1346
12/11/2019,22 - 23,19451,17032,10197,2431,1455,929,766,1218
12/11/2019,23 - 00,18676,16072,9632,2262,1325,867,701,1141
13-11-2019,00 - 01,16665,15300,9271,2120,1192,839,653,1117
13-11-2019,01 - 02,16281,15043,9048,2068,1154,826,644,1099
13-11-2019,02 - 03,16138,14949,8980,2048,1154,821,637,1093
13-11-2019,03 - 04,16129,15001,9047,2077,1182,837,644,1109
13-11-2019,04 - 05,16225,15224,9409,2142,1217,876,681,1181
13-11-2019,05 - 06,16702,16004,10250,2278,1319,997,795,1419
13-11-2019,06 - 07,17994,17834,10702,2632,1536,1140,940,1612
13-11-2019,07 - 08,19477,19305,10772,2964,1799,1212,1023,1715
13-11-2019,08 - 09,19809,19477,10738,3033,1872,1252,1070,1756
13-11-2019,09 - 10,19677,19372,10709,3031,1882,1243,1064,1765
13-11-2019,10 - 11,19581,19378,10713,3076,1901,1229,1059,1772
13-11-2019,11 - 12,19380,19251,10717,3078,1895,1215,1028,1746
13-11-2019,12 - 13,19353,19074,10677,2962,1910,1241,1049,1764
13-11-2019,13 - 14,19254,18987,10660,2979,1876,1232,1048,1749
13-11-2019,14 - 15,19279,19028,10731,2964,1831,1236,1043,1746
13-11-2019,15 - 16,19350,19349,10942,2972,1829,1269,1067,1756
13-11-2019,16 - 17,19696,19695,11011,3064,1941,1278,1074,1795
13-11-2019,17 - 18,19850,19944,10933,3272,2105,1240,1061,1771
13-11-2019,18 - 19,19778,19576,10922,3104,2048,1208,1026,1728
13-11-2019,19 - 20,19539,19111,10679,2929,1927,1151,985,1668
13-11-2019,20 - 21,19215,18468,10133,2768,1775,1098,928,1558
13-11-2019,21 - 22,18714,17654,10157,2634,1646,1013,838,1400
13-11-2019,22 - 23,17902,16632,9899,2369,1493,926,742,1260
13-11-2019,23 - 00,17111,15709,9360,2207,1369,859,666,1158
14-11-2019,00 - 01,16238,14850,8986,2123,1294,831,648,1127
14-11-2019,01 - 02,15882,14557,8795,2055,1219,818,635,1102
14-11-2019,02 - 03,15749,14446,8742,2053,1185,817,630,1095
14-11-2019,03 - 04,15737,14493,8807,2043,1205,826,637,1109
14-11-2019,04 - 05,15872,14730,9146,2119,1244,861,678,1186
14-11-2019,05 - 06,16370,15537,9951,2241,1340,988,800,1425
14-11-2019,06 - 07,17726,17417,10381,2584,1555,1144,923,1627
14-11-2019,07 - 08,19133,18939,10445,2958,1849,1222,1018,1729
14-11-2019,08 - 09,19306,19154,10402,3054,1935,1258,1065,1764
14-11-2019,09 - 10,19135,19106,10368,3043,1953,1251,1075,1743
14-11-2019,10 - 11,19004,19164,10358,3044,1921,1243,1056,1739
14-11-2019,11 - 12,18776,19098,10359,3050,1909,1235,1032,1710
14-11-2019,12 - 13,18638,18946,10296,2931,1879,1253,1051,1740
14-11-2019,13 - 14,18601,18860,10273,2897,1871,1248,1028,1739
14-11-2019,14 - 15,18662,18893,10351,2893,1860,1251,1036,1733
14-11-2019,15 - 16,18759,19230,10539,2847,1828,1276,1063,1749
14-11-2019,16 - 17,19013,19641,10605,2936,1928,1279,1075,1764
14-11-2019,17 - 18,19113,19921,10531,3177,2068,1248,1069,1734
14-11-2019,18 - 19,18993,19580,10524,3023,2027,1212,1029,1710
14-11-2019,19 - 20,18821,19111,10311,2879,1887,1180,1000,1648
14-11-2019,20 - 21,18512,18454,9799,2710,1775,1108,942,1543
14-11-2019,21 - 22,18139,17632,9831,2585,1644,1020,853,1390
14-11-2019,22 - 23,17489,16604,9613,2423,1496,929,759,1261
14-11-2019,23 - 00,16720,15680,9232,2214,1371,864,668,1182
15-11-2019,00 - 01,16485,15148,9061,2130,1245,812,648,1123
15-11-2019,01 - 02,16062,14884,8938,2052,1167,802,633,1109
15-11-2019,02 - 03,15846,14775,8937,2015,1136,797,630,1101
15-11-2019,03 - 04,15777,14840,9039,2060,1160,799,633,1116
15-11-2019,04 - 05,15930,15062,9379,2147,1236,848,679,1183
15-11-2019,05 - 06,16405,15865,10170,2283,1329,987,797,1406
15-11-2019,06 - 07,17715,17709,10672,2624,1542,1135,935,1604
15-11-2019,07 - 08,19239,19244,10799,2996,1788,1204,1024,1716
15-11-2019,08 - 09,19513,19469,10776,3053,1875,1234,1067,1783
15-11-2019,09 - 10,19456,19425,10736,3063,1918,1231,1070,1766
15-11-2019,10 - 11,19299,19434,10716,3191,1960,1218,1058,1757
15-11-2019,11 - 12,19113,19263,10675,3131,1937,1211,1028,1730
15-11-2019,12 - 13,18911,19033,10605,2993,1885,1228,1037,1746
15-11-2019,13 - 14,18800,18804,10575,2913,1863,1218,1048,1730
15-11-2019,14 - 15,18790,18670,10688,2805,1832,1226,1050,1712
15-11-2019,15 - 16,19002,18818,10923,2827,1851,1256,1056,1720
15-11-2019,16 - 17,19041,19113,10978,2979,2003,1256,1053,1759
15-11-2019,17 - 18,19170,19242,10919,3165,2127,1236,1049,1709
15-11-2019,18 - 19,19099,18846,10865,3034,2042,1202,1019,1671
15-11-2019,19 - 20,18880,18233,10628,2782,1901,1160,981,1591
15-11-2019,20 - 21,18424,17515,10203,2646,1778,1094,923,1495
15-11-2019,21 - 22,17888,16752,10280,2479,1618,1006,830,1373
15-11-2019,22 - 23,17291,16022,10057,2322,1471,922,752,1263
15-11-2019,23 - 00,16728,15315,9660,2147,1359,860,675,1166
16-11-2019,00 - 01,16395,14854,9299,2009,1259,823,640,1134
16-11-2019,01 - 02,16048,14522,9100,1913,1176,793,625,1108
16-11-2019,02 - 03,15882,14361,9038,1863,1134,791,616,1097
16-11-2019,03 - 04,15789,14303,9054,1845,1119,787,614,1098
16-11-2019,04 - 05,15759,14318,9172,1846,1123,804,638,1124
16-11-2019,05 - 06,15851,14504,9456,1897,1150,848,685,1215
16-11-2019,06 - 07,16174,15031,9609,2037,1229,894,750,1310
16-11-2019,07 - 08,16682,15645,9808,2205,1328,959,805,1390
16-11-2019,08 - 09,17224,16249,9940,2314,1450,1009,866,1485
16-11-2019,09 - 10,17818,16882,10089,2444,1576,1043,894,1518
16-11-2019,10 - 11,18180,17246,10159,2498,1658,1052,892,1525
16-11-2019,11 - 12,18088,17378,10169,2507,1682,1048,872,1519
16-11-2019,12 - 13,17922,17350,10178,2473,1689,1051,861,1506
16-11-2019,13 - 14,17829,17206,10222,2448,1690,1042,872,1487
16-11-2019,14 - 15,17795,17122,10459,2451,1672,1049,872,1486
